Unidad;Nivel_Base;HP;PA;CA;CARGA DE MATERIALES;Destreza;Velocidad;Sigilo;Madera;Piedra;Hierro;Carbón;Oro
Metahumano;11;780;13802;57;800;42;310;1;100000;100000;100000;100000;100000
Metahumano;12;780;13802;57;800;42;311;1;100000;100000;100000;100000;100000
Metahumano;13;780;13802;57;800;42;312;1;100000;100000;100000;100000;100000
Metahumano;14;780;13802;57;800;42;313;1;100000;100000;100000;100000;100000
Metahumano;15;979;13803;58;1,6;43;314;1;100000;100000;100000;100000;100000
Metahumano;16;979;13803;58;1,6;43;315;1;100000;100000;100000;100000;100000
Metahumano;17;979;13803;58;1,6;43;316;1;100000;100000;100000;100000;100000
Metahumano;18;979;13803;58;1,6;43;317;1;100000;100000;100000;100000;100000
Metahumano;19;979;13803;58;1,6;43;318;1;100000;100000;100000;100000;100000
Metahumano;20;1193;13804;59;3,2;44;319;1;100000;100000;100000;100000;100000
Metahumano;21;1193;13804;59;3,2;44;320;1;100000;100000;100000;100000;100000
Metahumano;22;1193;13804;59;3,2;44;321;1;100000;100000;100000;100000;100000
Metahumano;23;1193;13804;59;3,2;44;322;1;100000;100000;100000;100000;100000
Metahumano;24;1193;13804;59;3,2;44;323;1;100000;100000;100000;100000;100000
Metahumano;25;1375;13805;60;6,4;45;324;1;100000;100000;100000;100000;100000
Metahumano;26;1375;13805;60;6,4;45;325;1;100000;100000;100000;100000;100000
Metahumano;27;1375;13805;60;6,4;45;326;1;100000;100000;100000;100000;100000
Metahumano;28;1375;13805;60;6,4;45;327;1;100000;100000;100000;100000;100000
Metahumano;29;1375;13805;60;6,4;45;328;1;100000;100000;100000;100000;100000
Metahumano;30;1710;13806;61;12,8;46;329;1;100000;100000;100000;100000;100000
Metahumano;31;1710;13806;61;12,8;46;330;1;100000;100000;100000;100000;100000
Metahumano;32;1710;13806;61;12,8;46;331;1;100000;100000;100000;100000;100000
Metahumano;33;1710;13806;61;12,8;46;332;1;100000;100000;100000;100000;100000
Metahumano;34;1710;13806;61;12,8;46;333;1;100000;100000;100000;100000;100000
Metahumano;35;2291;13807;62;25,6;47;334;1;100000;100000;100000;100000;100000
Metahumano;36;2291;13807;62;25,6;47;335;1;100000;100000;100000;100000;100000
Metahumano;37;2291;13807;62;25,6;47;336;1;100000;100000;100000;100000;100000
Metahumano;38;2291;13807;62;25,6;47;337;1;100000;100000;100000;100000;100000
Metahumano;39;2291;13807;62;25,6;47;338;1;100000;100000;100000;100000;100000
Metahumano;40;30117264;1380700;62000;51,200,000;400;666;1;100000;100000;100000;100000;100000
