id;x;y;nombre;tipo;hp;pa;ca;destreza;experiencia;deteccion
Dios-341;98;705;Dios 341;Dioses;196765960;145074056;59307656;750;279892133;25
Dios-342;54;571;Dios 342;Dioses;198733619;146524797;59900732;750;282691054;25
Dios-343;54;429;Dios 343;Dioses;200720955;147990045;60499740;750;285517965;25
Dios-344;98;295;Dios 344;Dioses;202728165;149469945;61104737;750;288373144;25
Dios-345;191;171;Dios 345;Dioses;204755446;150964645;61715785;750;291256876;25
Dios-346;295;98;Dios 346;Dioses;206803001;152474291;62332942;750;294169444;25
Dios-347;429;54;Dios 347;Dioses;208871031;153999034;62956272;750;297111139;25
Dios-348;571;54;Dios 348;Dioses;210959741;155539025;63585835;750;300082250;25
Dios-349;705;98;Dios 349;Dioses;213069339;157094415;64221693;750;303083073;25
Dios-350;819;181;Dios 350;Dioses;215200032;158665359;64863910;750;306113904;25
Dios-351;902;295;Dios 351;Dioses;217352032;160252012;65512549;750;309175043;25
Dios-352;946;429;Dios 352;Dioses;219525553;161854533;66167674;750;312266793;25
Dios-353;946;571;Dios 353;Dioses;221720808;163473078;66829351;750;315389461;25
Dios-354;902;705;Dios 354;Dioses;223938016;165107809;67497645;750;318543356;25
Dios-355;819;819;Dios 355;Dioses;226177396;166758887;68172621;750;321728789;25
Dios-356;705;902;Dios 356;Dioses;228439170;168426476;68854347;750;324946077;25
Dios-357;571;946;Dios 357;Dioses;230723562;170110740;69542891;750;328195538;25
Dios-358;429;946;Dios 358;Dioses;233030798;171811848;70238320;750;331477493;25
Dios-359;295;902;Dios 359;Dioses;235361106;173529966;70940703;750;334792268;25
Dios-360;181;819;Dios 360;Dioses;237714717;175265266;71650110;750;338140191;25
Dios-361;50;646;Dios 361;Dioses;240091864;177017919;72366611;950;341521593;25
Dios-362;27;500;Dios 362;Dioses;242492783;178788098;73090277;950;344936809;25
Dios-363;50;354;Dios 363;Dioses;244917710;180575979;73821180;950;348386177;25
Dios-364;117;222;Dios 364;Dioses;247366888;182381739;74559392;950;351870038;25
Dios-365;222;117;Dios 365;Dioses;249840556;184205556;75304986;950;355388739;25
Dios-366;354;50;Dios 366;Dioses;252338962;186047612;76058035;950;358942626;25
Dios-367;500;27;Dios 367;Dioses;254862352;187908088;76818616;950;362532052;25
Dios-368;646;50;Dios 368;Dioses;257410975;189787169;77586802;950;366157373;25
Dios-369;778;117;Dios 369;Dioses;259985085;191685040;78362670;950;369818947;25
Dios-370;883;222;Dios 370;Dioses;262584936;193601891;79146297;950;373517136;25
Dios-371;950;354;Dios 371;Dioses;265210785;195537910;79937760;950;377252308;25
Dios-372;973;500;Dios 372;Dioses;267862893;197493289;80737137;950;381024831;25
Dios-373;950;646;Dios 373;Dioses;270541522;199468222;81544509;950;384835079;25
Dios-374;883;778;Dios 374;Dioses;273246937;201462904;82359954;950;388683430;25
Dios-375;778;883;Dios 375;Dioses;275979406;203477533;83183553;950;392570264;25
Dios-376;646;950;Dios 376;Dioses;278739201;205512308;84015389;950;396495967;25
Dios-377;500;973;Dios 377;Dioses;281526593;207567431;84855543;950;400460926;25
Dios-378;354;950;Dios 378;Dioses;284341858;209643105;85704098;950;404465536;25
Dios-379;222;883;Dios 379;Dioses;287185277;211739537;86561139;950;408510191;25
Dios-380;117;778;Dios 380;Dioses;290057130;213856932;87426750;950;412595293;25
Dios-381;11;577;Dios 381;Dioses;292957701;215995501;88301018;950;416721246;25
Dios-382;11;423;Dios 382;Dioses;295887278;218155456;89184028;950;420888458;25
Dios-383;59;275;Dios 383;Dioses;298846151;220337011;90075868;950;425097343;25
Dios-384;150;150;Dios 384;Dioses;301834612;222540381;90976627;950;429348316;25
Dios-385;275;59;Dios 385;Dioses;304852959;224765785;91886393;950;433641799;25
Dios-386;423;11;Dios 386;Dioses;307901488;227013443;92805257;950;437978217;25
Dios-387;577;11;Dios 387;Dioses;310980503;229283577;93733310;950;442358000;25
Dios-388;725;59;Dios 388;Dioses;314090308;231576413;94670643;950;446781580;25
Dios-389;850;150;Dios 389;Dioses;317231211;233892177;95617349;950;451249395;25
Dios-390;941;275;Dios 390;Dioses;320403523;236231099;96573523;950;455761889;25
Dios-391;989;423;Dios 391;Dioses;323607558;238593410;97539258;950;460319508;25
Dios-392;989;577;Dios 392;Dioses;326843634;240979344;98514651;950;464922703;25
Dios-393;941;725;Dios 393;Dioses;330112070;243389137;99499797;950;469571930;25
Dios-394;850;850;Dios 394;Dioses;333413191;245823029;100494795;950;474267650;25
Dios-395;725;941;Dios 395;Dioses;336747323;248281259;101499743;950;479010326;25
Dios-396;577;989;Dios 396;Dioses;340114796;250764071;102514741;950;483800429;25
Dios-397;423;989;Dios 397;Dioses;343515944;253271712;103539888;950;488638434;25
Dios-398;275;941;Dios 398;Dioses;346951104;255804429;104575287;950;493524818;25
Dios-399;150;850;Dios 399;Dioses;350420615;258362474;105621040;950;498460066;25
Dios-400;59;725;Dios 400;Dioses;353924821;260946098;106677250;950;503444667;25
