id;x;y;tipo;clase;hp;pa;ca;destreza;velocidad;experiencia;deteccion
Cueva-303;447;366;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-304;693;925;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-305;117;878;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-306;886;547;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-307;931;308;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-308;311;990;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-309;220;970;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-310;403;835;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-311;882;424;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-312;442;543;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-313;773;383;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-314;801;225;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-315;590;688;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-316;53;322;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-317;130;960;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-318;791;687;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-319;233;954;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-320;410;83;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-321;113;471;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-322;975;606;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-323;552;652;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-324;106;831;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-325;485;608;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-326;740;879;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-327;129;991;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-328;273;837;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-329;256;766;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-330;936;809;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-331;62;16;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-332;316;161;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-333;567;170;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-334;650;415;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-335;219;646;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-336;358;414;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-337;491;925;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-338;594;105;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-339;339;809;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-340;831;454;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-341;242;477;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-342;316;426;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-343;411;169;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-344;278;143;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-345;512;975;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-346;318;881;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-347;524;46;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-348;880;913;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-349;327;682;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-350;876;623;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-351;567;35;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-352;920;302;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-353;684;291;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-354;331;423;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-355;803;391;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-356;222;76;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-357;182;53;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-358;381;253;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-359;936;930;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-360;634;52;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-361;818;538;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-362;347;773;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-363;211;763;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-364;163;58;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-365;477;644;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-366;369;553;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-367;512;611;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-368;966;781;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-369;708;266;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-370;619;328;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-371;152;277;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-372;683;93;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-373;854;567;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-374;780;767;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-375;877;718;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-376;889;683;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-377;339;539;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-378;208;959;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-379;507;352;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-380;647;512;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-381;692;416;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-382;304;420;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-383;9;768;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-384;85;232;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-385;445;395;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-386;736;867;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-387;717;198;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-388;884;622;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-389;414;682;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-390;260;120;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-391;3;464;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-392;519;847;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-393;802;260;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-394;763;579;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-395;758;891;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-396;976;961;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-397;954;119;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-398;589;561;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-399;149;765;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-400;211;987;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-401;622;985;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-402;143;614;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-403;81;630;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-404;874;266;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-405;358;548;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-406;842;243;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-407;296;802;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-408;306;748;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-409;192;763;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-410;204;984;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-411;122;667;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-412;560;530;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-413;228;923;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-414;781;587;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-415;411;550;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-416;738;616;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-417;499;999;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-418;746;629;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-419;516;414;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-420;129;581;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-421;974;627;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-422;171;834;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-423;116;471;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-424;60;54;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-425;233;400;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-426;889;943;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-427;557;860;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-428;778;590;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-429;757;229;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-430;388;521;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-431;116;489;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-432;565;306;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-433;740;734;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-434;962;280;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-435;587;74;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-436;241;331;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-437;32;486;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-438;113;191;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-439;662;6;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-440;170;963;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-441;584;432;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-442;565;818;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-443;83;586;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-444;941;998;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-445;520;20;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-446;602;486;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-447;779;280;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-448;213;772;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-449;167;149;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-450;953;981;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-451;107;107;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-452;892;584;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-453;697;247;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-454;50;903;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-455;477;216;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-456;215;76;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-457;881;840;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-458;787;131;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-459;521;924;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-460;468;769;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-461;485;184;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-462;614;972;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-463;193;57;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-464;937;573;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-465;505;827;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-466;443;852;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-467;777;221;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-468;9;767;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-469;679;979;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-470;457;350;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-471;831;448;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-472;439;320;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-473;377;259;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-474;885;684;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-475;529;631;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-476;233;907;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-477;721;554;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-478;318;704;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-479;847;401;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-480;351;225;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-481;57;681;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-482;698;40;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-483;355;195;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-484;207;598;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-485;593;423;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-486;73;369;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-487;877;182;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-488;329;57;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-489;429;809;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-490;938;686;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-491;807;593;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-492;44;818;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-493;46;519;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-494;993;878;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-495;116;187;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-496;363;711;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-497;350;781;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-498;882;763;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-499;428;453;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-500;255;391;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-501;333;54;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-502;741;913;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-503;124;447;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-504;661;157;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-505;227;530;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-506;690;202;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-507;694;819;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-508;542;313;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-509;991;279;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-510;662;378;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-511;958;767;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-512;783;775;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-513;394;298;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-514;595;953;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-515;941;696;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-516;415;519;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-517;691;292;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-518;428;565;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-519;22;682;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-520;90;170;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-521;561;838;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-522;402;674;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-523;116;79;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-524;922;301;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-525;671;957;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-526;584;422;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-527;339;645;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-528;128;53;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-529;170;535;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-530;622;296;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-531;495;731;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-532;634;926;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-533;964;801;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-534;109;305;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-535;87;793;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-536;328;492;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-537;607;810;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-538;775;812;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-539;728;35;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-540;436;699;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-541;519;50;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-542;541;892;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-543;569;545;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-544;140;795;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-545;317;208;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-546;513;748;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-547;24;193;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-548;886;90;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-549;10;685;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-550;161;836;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-551;660;538;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-552;347;883;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-553;547;14;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-554;561;577;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-555;354;504;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-556;38;146;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-557;826;570;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-558;612;143;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-559;648;316;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-560;551;887;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-561;977;659;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-562;565;794;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-563;553;978;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-564;862;254;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-565;568;329;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-566;807;583;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-567;584;264;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-568;847;238;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-569;616;207;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-570;460;643;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-571;165;42;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-572;407;469;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-573;909;487;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-574;251;905;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-575;653;143;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-576;800;818;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-577;571;995;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-578;408;214;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-579;66;185;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-580;816;179;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-581;493;2;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-582;37;158;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-583;499;997;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-584;602;830;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-585;48;972;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-586;330;798;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-587;377;226;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-588;72;246;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-589;986;694;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-590;101;816;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-591;220;764;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-592;997;950;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-593;780;854;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-594;942;120;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-595;121;907;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-596;282;595;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-597;941;569;Cueva;Leviatán;10940000;1044000;54700000;300;950;15000000000000;25
Cueva-598;406;374;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-599;973;211;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-600;944;831;Cueva;Behemot;10000000000;50000;5000000;200;500;1500000;25
Cueva-601;726;492;Cueva;Patotas;10900040000;1044000;540700000;400;400;15000000000000;25
Cueva-602;864;304;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
Cueva-603;59;712;Cueva;Simurgh;1093000000;1043000;54650000;350;350;1500000;25
Cueva-604;191;584;Cueva;Dragón;1093000000000;1040003000;5400650000;500;850;1500000;25
Cueva-605;87;365;Cueva;Chupacabras;1093000000000;1040003000;5400650000;450;600;1500000;25
